title,genre,budget,runtime,year,month,revenue
Jurassic Park,Adventure,63000000,127.0,1993,6,920100000
Blood Diamond,Drama,100000000,143.0,2006,12,170877916
The Mortal Instruments: City of Bones,Action,60000000,130.0,2013,8,90565421
Superman III,Comedy,39000000,125.0,1983,6,75850624
Ocean's Twelve,Thriller,110000000,125.0,2004,12,362744280
The Newton Boys,Crime,27000000,113.0,1998,3,76000000
Dead Man Down,Thriller,0,118.0,2013,3,18074539
Pitch Perfect 2,Comedy,29000000,115.0,2015,5,287506194
Jack Reacher,Crime,60000000,130.0,2012,12,218340595
Men in Black,Action,90000000,98.0,1997,7,589390539
The Shaggy Dog,Comedy,50000000,98.0,2006,3,61112916
The Age of Adaline,Fantasy,25000000,112.0,2015,4,65663276
The Pledge,Crime,35000000,123.0,2001,1,29400000
Sweet Home Alabama,Comedy,30000000,108.0,2002,9,180622424
Planet 51,Science Fiction,70000000,91.0,2009,11,104945765
Oz: The Great and Powerful,Fantasy,200000000,130.0,2013,3,491868548
Hop,Animation,63000000,95.0,2011,3,183953723
The Conjuring 2,Horror,40000000,134.0,2016,5,320170008
Panic Room,Crime,48000000,111.0,2002,3,196397415
Anaconda,Adventure,45000000,89.0,1997,4,136885767
The Ninth Gate,Horror,38000000,133.0,1999,8,58401898
Battlefield Earth,Action,44000000,118.0,2000,5,21400000
Going the Distance,Comedy,32000000,102.0,2010,9,42045846
The Sitter,Comedy,25000000,81.0,2011,12,34942188
Old Dogs,Comedy,35000000,88.0,2009,11,92219310
Superman,Action,55000000,143.0,1978,12,300218018
The Gunman,Action,40000000,115.0,2015,2,13644292
Vertical Limit,Action,75000000,124.0,2000,12,215663859
Les Misérables,Drama,61000000,157.0,2012,12,441809770
Dance Flick,Action,0,83.0,2009,5,0
Scarface,Action,25000000,170.0,1983,12,65884703
Mad City,Action,50000000,114.0,1997,11,10541523
DodgeBall: A True Underdog Story,Comedy,20000000,92.0,2004,6,167722310
Killers,Action,75000000,100.0,2010,6,98159963
The Matrix,Action,63000000,136.0,1999,3,463517383
Kill Bill: Vol. 2,Action,30000000,136.0,2004,4,152159461
Pitch Black,Thriller,23000000,108.0,2000,2,53187659
The Sorcerer's Apprentice,Fantasy,150000000,109.0,2010,7,215283742
Minority Report,Action,102000000,145.0,2002,6,358372926
The Fan,Drama,55000000,116.0,1996,8,18626419
Rob Roy,Adventure,28000000,139.0,1995,4,31596911
Big Daddy,Comedy,34200000,93.0,1999,6,234801895
Head of State,Comedy,0,95.0,2003,1,0
A Million Ways to Die in the West,Comedy,0,116.0,2014,5,0
Out of Africa,Drama,31000000,161.0,1985,12,128499205
Ghost Rider,Thriller,110000000,114.0,2007,2,228738393
Home,Fantasy,135000000,94.0,2015,3,368871007
GoldenEye,Adventure,58000000,130.0,1995,11,352194034
The Majestic,Drama,72000000,152.0,2001,12,37317558
Tomorrow Never Dies,Adventure,110000000,119.0,1997,12,333011068
Speed,Action,30000000,116.0,1994,6,350448145
Cloverfield,Action,25000000,85.0,2008,1,170764026
The Maze Runner,Action,34000000,113.0,2014,9,348319861
The Monuments Men,,70000000,118.0,2014,1,154984035
Mrs. Doubtfire,Comedy,25000000,125.0,1993,11,441286195
Zookeeper,Comedy,80000000,102.0,2011,7,169852759
City of Ember,Adventure,55000000,90.0,2008,10,17869048
My Super Ex-Girlfriend,Fantasy,0,95.0,2006,6,60896147
Elizabeth: The Golden Age,Drama,55000000,114.0,2007,9,74237563
Central Intelligence,Action,50000000,107.0,2016,6,216972543
Ride Along,Action,25000000,99.0,2014,1,153997819
Street Fighter,Action,35000000,102.0,1994,12,99423521
The Bounty Hunter,Action,40000000,110.0,2010,3,136000000
Yogi Bear,Comedy,80000000,80.0,2010,12,201584141
Legal Eagles,Comedy,0,116.0,1986,6,0
Inkheart,Adventure,60000000,106.0,2008,12,57490374
Anonymous,Drama,30000000,130.0,2011,10,15395087
The Soloist,Drama,60000000,109.0,2009,4,31720158
The Cabin in the Woods,Horror,30000000,95.0,2012,4,66486080
Shark Night,Horror,28000000,91.0,2011,9,10126458
Mr. Popper's Penguins,Comedy,55000000,94.0,2011,6,187361754
The Jackal,Action,60000000,124.0,1997,11,159330280
Pirates of the Caribbean: On Stranger Tides,adventure,380000000,136.0,2011,5,1045713802
Water for Elephants,Drama,38000000,120.0,2011,3,114156230
Fifty Shades of Grey,Drama,40000000,125.0,2015,2,571006128
Agent Cody Banks,Action,28000000,102.0,2003,3,58795814
Jumper,Adventure,85000000,88.0,2008,2,222231186
Coraline,Animation,60000000,100.0,2009,2,124596398
Gangs of New York,Drama,100000000,167.0,2002,12,193772504
The Adjustment Bureau,Science Fiction,50200000,106.0,2011,3,127869379
Get on Up,Drama,0,139.0,2014,8,31911598
Dragonfly,Drama,60000000,104.0,2002,2,52322400
The Three Musketeers,Adventure,75000000,110.0,2011,8,132274484
It's Complicated,Comedy,85000000,121.0,2009,12,219103655
American Pie 2,Comedy,30000000,108.0,2001,8,287553595
Death Becomes Her,Fantasy,55000000,104.0,1992,7,149022650
King Kong,adventure,207000000,187.0,2005,12,550000000
Agora,Adventure,70000000,127.0,2009,5,39041505
Extremely Loud & Incredibly Close,Drama,40000000,129.0,2011,12,55247881
The Hurricane,Drama,50000000,146.0,1999,9,73956241
The Black Dahlia,Drama,50000000,121.0,2006,9,49111202
The Out-of-Towners,Comedy,75000000,90.0,1999,4,29000000
The Age of Innocence,Drama,34000000,139.0,1993,9,32255440
Spider-Man,Fantasy,139000000,121.0,2002,5,821708551
Rush,Drama,38000000,123.0,2013,9,90247624
Lifeforce,Fantasy,25000000,116.0,1985,6,0
The Hangover,Comedy,35000000,100.0,2009,6,459270619
Secret Window,Thriller,40000000,96.0,2004,3,92913171
Dreamcatcher,Drama,68000000,136.0,2003,3,75715436
A.I. Artificial Intelligence,Drama,100000000,146.0,2001,6,235926552
Ant-Man,Science Fiction,130000000,117.0,2015,7,519311965
The Interview,Action,44000000,112.0,2014,12,12342632
Footloose,Drama,8200000,107.0,1984,2,80035402
Rush Hour 2,Action,90000000,90.0,2001,8,347325802
Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000,85.0,2003,6,39267515
Bandits,Action,75000000,123.0,2001,10,67631903
The Inhabited Island,Action,36500000,115.0,2008,12,21834845
State of Play,Action,60000000,127.0,2009,4,87784194
Year One,Comedy,60000000,97.0,2009,6,62357900
Kung Fu Jungle,Crime,25000000,100.0,2014,10,0
Welcome Home Roscoe Jenkins,Comedy,35000000,114.0,2008,2,43650785
The Adventures of Rocky & Bullwinkle,Action,76000000,88.0,2000,6,35134820
The Pursuit of Happyness,Drama,55000000,117.0,2006,12,307077295
The Lord of the Rings: The Return of the King,Adventure,94000000,201.0,2003,12,1118888979
The Ides of March,Drama,12500000,101.0,2011,9,75993061
Battle: Los Angeles,Action,70000000,116.0,2011,3,202466756
Batman Begins,Action,150000000,140.0,2005,6,374218673
Insurgent,Adventure,110000000,119.0,2015,3,295238201
Horrible Bosses 2,Comedy,42000000,108.0,2014,11,107670357
1941,Action,35000000,113.0,1979,12,31755742
Zoom,,35000000,83.0,2006,8,12506188
Into the Woods,Fantasy,50000000,125.0,2014,12,212902372
The Bourne Ultimatum,Action,70000000,115.0,2007,8,442824138
Drillbit Taylor,Comedy,40000000,102.0,2008,3,0
Spider-Man 2,Action,200000000,127.0,2004,6,783766341
50 First Dates,Comedy,75000000,99.0,2004,2,196482882
Switchback,Action,37000000,118.0,1997,10,6482195
The Sweetest Thing,Romance,43000000,84.0,2002,4,68696770
Ice Age: Dawn of the Dinosaurs,Animation,90000000,94.0,2009,6,886686817
The Amazing Spider-Man,Action,215000000,136.0,2012,6,752215857
The Flowers of War,Drama,94000000,145.0,2011,12,95311434
Iron Man 2,Adventure,200000000,124.0,2010,4,623933331
Blood Ties,Thriller,25500000,128.0,2013,8,2415472
Total Recall,Action,65000000,113.0,1990,6,261317921
The Devil's Own,Crime,90000000,107.0,1997,3,140807547
"Girl, Interrupted",Drama,40000000,127.0,1999,12,0
300,Action,65000000,117.0,2006,12,422610419
Big Momma's House 2,Comedy,40000000,99.0,2006,1,138259062
The Long Kiss Goodnight,Crime,65000000,120.0,1996,10,89456761
The Cable Guy,Comedy,47000000,96.0,1996,6,102825796
Vanilla Sky,Drama,68000000,136.0,2001,12,203388341
Free State of Jones,,50000000,139.0,2016,6,25035950
Scream 2,Horror,24000000,120.0,1997,12,172363301
Ultraviolet,Science Fiction,30000000,87.0,2006,3,31070211
The Quick and the Dead,Action,32000000,107.0,1995,2,18552460
Ponyo,Animation,41677699,100.0,2008,7,187479518
V for Vendetta,Action,54000000,132.0,2006,3,132511035
Bad Boys,Action,19000000,118.0,1995,4,141407024
Daddy's Home,Comedy,50000000,96.0,2015,12,242786137
The Revenant,,135000000,156.0,2015,12,532950503
Taking Woodstock,,0,120.0,2009,9,0
Hulk,Drama,137000000,138.0,2003,6,245360480
Dune,Action,40000000,137.0,1984,12,30925690
Mamma Mia!,Comedy,52000000,108.0,2008,7,609841637
Alvin and the Chipmunks: The Squeakquel,Comedy,75000000,88.0,2009,12,443140005
The Next Three Days,Romance,30000000,133.0,2010,11,51148651
I Dreamed of Africa,Romance,34000000,114.0,2000,5,0
Inside Man,Crime,45000000,129.0,2006,3,184376254
Virtuosity,Action,30000000,106.0,1995,8,24048000
No Strings Attached,Comedy,25000000,107.0,2011,1,147780440
The Adventures of Pinocchio,Animation,0,90.0,1996,7,0
Children of Men,Drama,76000000,109.0,2006,9,69959751
Brick Mansions,Action,28000000,90.0,2014,4,68896829
X2,Adventure,110000000,133.0,2003,4,407711549
Non-Stop,Action,50000000,106.0,2014,1,222809600
Smilla's Sense of Snow,Action,35000000,121.0,1997,2,0
Where the Wild Things Are,,100000000,101.0,2009,10,100086793
Just Go with It,Romance,80000000,117.0,2011,2,214918407
Hocus Pocus,Comedy,28000000,96.0,1993,7,39514713
Forgetting Sarah Marshall,Comedy,30000000,111.0,2008,4,105173115
Scream 3,Horror,40000000,116.0,2000,2,161834276
Furious 7,Action,190000000,137.0,2015,4,1506249360
Big Hero 6,Adventure,165000000,102.0,2014,10,652105443
American Sniper,,58800000,133.0,2014,12,542307423
Angel Eyes,Drama,53000000,102.0,2001,5,29700000
Pearl Harbor,,140000000,183.0,2001,5,449220945
How to Be Single,Comedy,38000000,110.0,2016,1,112343513
Hot Tub Time Machine,Science Fiction,36000000,101.0,2010,3,64572262
The Naked Gun 33⅓: The Final Insult,Comedy,30000000,83.0,1994,3,51132598
The Perfect Storm,Drama,120000000,130.0,2000,3,325756637
My Best Friend's Wedding,Comedy,38000000,105.0,1997,6,299288605
The Borrowers,Adventure,29000000,86.0,1997,12,0
The Prince of Tides,Drama,30000000,132.0,1991,12,74787599
Due Date,Comedy,65000000,95.0,2010,11,211780824
Spy Kids,Action,35000000,88.0,2001,3,147934180
Wonder Boys,Comedy,35000000,111.0,2000,2,0
The Ghost Writer,Thriller,45000000,128.0,2010,2,60222298
We Are Marshall,Drama,65000000,124.0,2006,12,43545364
Eraser,Action,100000000,115.0,1996,6,242295562
Knight and Day,Action,117000000,109.0,2010,6,261930431
Despicable Me,Animation,69000000,95.0,2010,7,543513985
Eat Pray Love,Drama,60000000,133.0,2010,8,204594016
Resident Evil: Afterlife,Action,60000000,97.0,2010,9,300228084
Conspiracy Theory,Action,75000000,135.0,1997,8,136982834
Dark Water,Drama,30000000,105.0,2005,6,25473093
Days of Thunder,Adventure,60000000,107.0,1990,6,157920733
Stuck on You,Comedy,55000000,118.0,2003,12,33828318
Entrapment,Romance,66000000,112.0,1999,4,212404396
Jerry Maguire,Comedy,50000000,139.0,1996,12,273552592
Meet the Fockers,Comedy,80000000,115.0,2004,12,516642939
Larry Crowne,Comedy,30000000,98.0,2011,6,36160375
"Yours, Mine and Ours",Comedy,0,111.0,1968,4,0
Million Dollar Arm,Drama,25000000,124.0,2014,5,38307627
The Pianist,Drama,35000000,150.0,2002,9,120072577
Atlantis: The Lost Empire,Animation,120000000,95.0,2001,6,186053725
Cars,Animation,120000000,117.0,2006,6,461983149
Ella Enchanted,,31000000,96.0,2004,4,27388767
Mad Max: Fury Road,Action,150000000,120.0,2015,5,378858340
The Green Mile,Fantasy,60000000,189.0,1999,12,284600000
Along Came Polly,Comedy,42000000,90.0,2004,1,171963386
Dinner for Schmucks,Comedy,69000000,114.0,2010,7,86387857
The Incredible Hulk,Science Fiction,150000000,114.0,2008,6,163712074
Predator 2,Science Fiction,35000000,108.0,1990,11,57120318
Green Zone,,100000000,115.0,2010,3,94882889
The Cave,Action,30000000,97.0,2005,8,15007991
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,140000000,143.0,2003,7,655011224
Scary Movie 3,Comedy,48000000,84.0,2003,10,220673217
Barney's Version,Comedy,30000000,134.0,2010,10,8454301
The Italian Job,Action,60000000,110.0,2003,5,176070171
The Cat in the Hat,Comedy,0,82.0,2003,11,0
Anastasia,Animation,53000000,94.0,1997,11,139804348
Elektra,Action,43000000,97.0,2005,1,56681566
The Invasion,Science Fiction,80000000,99.0,2007,8,15071514
Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000,116.0,2006,8,162966177
Why I Did (Not) Eat My Father,Adventure,0,100.0,2015,4,0
Jane Got a Gun,Action,25000000,98.0,2016,1,1397284
Mrs. Winterbourne,Comedy,25000000,105.0,1996,4,10070000
Small Soldiers,Comedy,40000000,110.0,1998,7,54682547
JFK,Drama,40000000,189.0,1991,12,205405498
Ride with the Devil,Drama,38000000,138.0,1999,11,635096
The Ladykillers,Comedy,0,104.0,2004,3,0
Kicking & Screaming,Romance,45000000,95.0,2005,5,56070433
The Amazing Spider-Man 2,Action,200000000,142.0,2014,4,705717432
Pacific Rim,Action,180000000,131.0,2013,7,407602906
The Running Man,Action,27000000,101.0,1987,11,38122105
Blade,Horror,45000000,120.0,1998,8,131183530
Monkeybone,Adventure,75000000,93.0,2001,2,5409517
Eight Below,Adventure,40000000,120.0,2006,2,120455994
Basic Instinct 2,Crime,70000000,114.0,2006,3,38629478
Valkyrie,Drama,75000000,121.0,2008,12,200276000
Snow White: A Tale of Terror,Fantasy,26000000,100.0,1997,7,0
Hollywood Homicide,Action,75000000,116.0,2003,6,51142659
Six Days Seven Nights,Action,70000000,98.0,1998,6,164000000
Twister,Action,92000000,113.0,1996,5,494471524
The Hunger Games,Science Fiction,75000000,142.0,2012,3,691210692
I Don't Know How She Does It,Romance,24000000,89.0,2011,9,30551495
Walking With Dinosaurs,Animation,80000000,87.0,2013,12,126546518
The Island of Dr. Moreau,Fantasy,40000000,96.0,1996,8,49627779
Hollow Man,Action,95000000,112.0,2000,8,190213455
The Indian in the Cupboard,Adventure,45000000,96.0,1995,7,0
Superhero Movie,Action,35000000,85.0,2008,3,25871834
Love Ranch,Drama,0,117.0,2010,6,0
Interstellar,Adventure,165000000,169.0,2014,11,675120017
First Knight,Action,55000000,134.0,1995,7,127600435
Domestic Disturbance,,75000000,89.0,2001,10,54249294
The Last Samurai,Drama,140000000,154.0,2003,12,456758981
Munich,Drama,70000000,164.0,2005,12,130358911
Saving Mr. Banks,Comedy,35000000,125.0,2013,11,112544580
Lilo & Stitch,Animation,80000000,85.0,2002,6,145771527
The Hoax,Comedy,25000000,116.0,2006,10,11772461
Cats & Dogs,Comedy,60000000,87.0,2001,7,93375151
Nim's Island,Adventure,37000000,96.0,2008,4,100076342
The Promise,Fantasy,0,98.0,2005,12,0
The Cotton Club,,58000000,127.0,1984,12,25928721
Charlie Wilson's War,Comedy,75000000,102.0,2007,12,119000410
Blackhat,Crime,70000000,133.0,2015,1,17752940
Joe Somebody,Comedy,38000000,99.0,2001,12,0
The Hudsucker Proxy,Comedy,30000000,111.0,1994,3,0
The Legend of Tarzan,Action,180000000,109.0,2016,6,356743061
Transformers: Dark of the Moon,Action,195000000,154.0,2011,6,1123746996
Sabotage,Action,35000000,110.0,2014,3,17508518
Alfie,Comedy,60000000,103.0,2004,10,13395939
The Help,Drama,25000000,146.0,2011,8,124272124
Johnny English,Adventure,40000000,88.0,2003,4,160583018
Bride Wars,Comedy,30000000,89.0,2009,1,114663461
Shaft,Action,46000000,99.0,2000,6,107196498
Batman & Robin,Action,125000000,125.0,1997,6,238207122
Spy Game,Action,92000000,126.0,2001,11,143049560
Up in the Air,Drama,25000000,109.0,2009,9,163670000
Soul Men,Comedy,0,103.0,2008,11,0
The Cell,Horror,33000000,107.0,2000,8,104155843
Music and Lyrics,Comedy,40000000,96.0,2007,2,145896422
White House Down,Action,150000000,131.0,2013,6,205366737
Iron Man,Action,140000000,126.0,2008,4,585174222
Shanghai Knights,Action,50000000,115.0,2003,2,88323487
Bedazzled,Fantasy,48000000,93.0,2000,10,90383208
The Art of War,Crime,40000000,117.0,2000,8,30199105
My Favorite Martian,Comedy,65000000,94.0,1999,2,36850101
Stigmata,Horror,29000000,103.0,1999,9,50041732
Bride of Chucky,Horror,25000000,89.0,1998,10,50671850
Once Upon a Time in America,Drama,30000000,229.0,1984,2,0
Legends of the Fall,Adventure,30000000,133.0,1994,12,160638883
Joyful Noise,Comedy,0,117.0,2012,1,0
Breakdown,Drama,36000000,95.0,1997,5,50159144
August Rush,Drama,25000000,114.0,2007,11,66122026
Dragon Blade,Action,65000000,127.0,2015,2,121545703
Catwoman,Action,100000000,104.0,2004,7,82102379
Supernova,Horror,90000000,91.0,2000,1,14828081
Little Nicky,Comedy,85000000,90.0,2000,11,0
Black Hawk Down,Action,92000000,144.0,2001,12,172989651
Red Tails,Drama,58000000,125.0,2012,1,50365377
The Big Wedding,Comedy,35000000,90.0,2013,4,21819348
WALL·E,Animation,180000000,98.0,2008,6,521311860
Event Horizon,Horror,60000000,96.0,1997,8,26673242
Moonraker,Action,34000000,126.0,1979,6,210308099
Trainwreck,Comedy,35000000,125.0,2015,7,140795793
The Iron Giant,Adventure,70000000,86.0,1999,8,23159305
Unbreakable,Science Fiction,75000000,106.0,2000,11,248118121
The Longest Ride,Drama,34000000,128.0,2015,4,63013281
Red Planet,Thriller,80000000,106.0,2000,11,33463969
The Talented Mr. Ripley,Thriller,40000000,139.0,1999,12,128798265
Assassins,Action,50000000,132.0,1995,10,30303072
An Unfinished Life,Drama,30000000,108.0,2005,9,18618284
Cinderella,Romance,95000000,105.0,2015,3,543514353
The Nut Job,Animation,0,85.0,2014,1,0
Letters to Juliet,Comedy,30000000,105.0,2010,5,0
Chappie,Crime,49000000,120.0,2015,3,104399548
Horrible Bosses,Comedy,35000000,98.0,2011,7,117000000
The Lovers,Action,27000000,109.0,2015,2,0
Mandela: Long Walk to Freedom,Drama,35000000,141.0,2013,12,27330000
Be Cool,Comedy,53000000,118.0,2005,3,95226116
The Living Daylights,Action,40000000,130.0,1987,6,191185897
Safe,Action,30000000,94.0,2012,4,40346186
The Adventures of Sharkboy and Lavagirl,Adventure,50000000,92.0,2005,6,69425966
What to Expect When You're Expecting,Romance,40000000,110.0,2012,5,79700000
Chocolat,Comedy,25000000,121.0,2000,12,152500343
Femme Fatale,Thriller,35000000,114.0,2002,11,16838910
The Young Victoria,Drama,35000000,105.0,2009,3,27409889
Dracula 2000,Thriller,28000000,99.0,2000,12,33000337
BloodRayne,Action,25000000,95.0,2005,10,2405420
Carriers,Action,0,84.0,2009,9,5802422
Escape from L.A.,Action,50000000,97.0,1996,8,42277365
Spy Kids 3-D: Game Over,Action,38000000,84.0,2003,7,197011982
The Equalizer,Thriller,55000000,132.0,2014,9,192330738
Little Man,Comedy,64000000,98.0,2006,8,101595121
Terminator 2: Judgment Day,Action,100000000,137.0,1991,7,520000000
Killer Elite,Action,66000000,116.0,2011,9,57777106
Seabiscuit,Drama,87000000,141.0,2003,7,148336445
Hereafter,Drama,50000000,129.0,2010,10,105197635
Deep Rising,Adventure,45000000,106.0,1998,1,11203026
Sleepers,Crime,44000000,147.0,1996,10,165615285
Get Hard,Comedy,40000000,100.0,2015,3,111811453
Bridge of Spies,Thriller,40000000,141.0,2015,10,165478348
Fly Me to the Moon,Comedy,0,104.0,2012,10,0
300: Rise of an Empire,Action,110000000,102.0,2014,3,337580051
Dinosaur,Animation,127500000,82.0,2000,5,354248063
Zero Dark Thirty,Thriller,40000000,157.0,2012,12,132820716
This Is 40,Comedy,35000000,134.0,2012,12,88058786
Star Trek Into Darkness,Action,190000000,132.0,2013,5,467365246
Brothers,Drama,26000000,104.0,2009,1,43318349
The Empire Strikes Back,Adventure,18000000,124.0,1980,5,538400000
Dark City,,27000000,100.0,1998,2,27200316
The Thomas Crown Affair,Drama,48000000,113.0,1999,8,124305181
Kingpin,Comedy,27000000,113.0,1996,7,25023434
Contraband,Thriller,25000000,109.0,2012,1,63100000
The Tourist,Action,100000000,103.0,2010,12,278731369
The Bourne Supremacy,Action,75000000,108.0,2004,7,288500217
Hugo,Adventure,170000000,126.0,2011,11,185770160
Alvin and the Chipmunks: Chipwrecked,Comedy,75000000,87.0,2011,12,342695435
Epic,Animation,100000000,102.0,2013,5,268426634
Bait,Action,30000000,93.0,2012,9,0
A Good Day to Die Hard,Action,92000000,98.0,2013,2,304654182
30 Minutes or Less,Action,28000000,83.0,2011,8,40547440
The Martian,Drama,108000000,141.0,2015,9,630161890
Lady in the Water,Drama,75000000,110.0,2006,7,42285169
Kiss the Girls,Drama,27000000,115.0,1997,10,60527873
Bridget Jones: The Edge of Reason,Comedy,50000000,108.0,2004,11,40203020
Rise of the Planet of the Apes,Thriller,93000000,105.0,2011,8,482860185
Solaris,Drama,0,167.0,1972,3,0
Flushed Away,Adventure,149000000,85.0,2006,10,64459316
Yes Man,Comedy,70000000,104.0,2008,12,225990978
Cold Mountain,Drama,79000000,154.0,2003,12,173013509
Rambo: First Blood Part II,Action,44000000,96.0,1985,5,300400432
Silverado,Action,26000000,127.0,1985,7,0
Along Came a Spider,Crime,60000000,104.0,2001,4,105178561
The Expendables,Thriller,80000000,103.0,2010,8,274470394
There Be Dragons,Drama,0,112.0,2011,3,0
The Score,Action,68000000,124.0,2001,7,71069884
The Ruins,Drama,8000000,91.0,2008,4,0
The Grandmaster,Action,3860000,130.0,2013,1,64076736
The Big Short,Comedy,28000000,130.0,2015,12,133346506
Freddy vs. Jason,Horror,30000000,97.0,2003,8,114908830
Say It Isn't So,Comedy,25000000,95.0,2001,3,0
Jarhead,Drama,72000000,125.0,2005,11,96889998
The Little Prince,Adventure,64000000,92.0,2015,7,97571250
Captain America: Civil War,Adventure,250000000,147.0,2016,4,1153304495
The Best Offer,Drama,13500000,124.0,2013,1,19255873
Wimbledon,Comedy,31000000,98.0,2004,9,41512007
Sex and the City 2,Comedy,100000000,146.0,2010,5,288347692
The True Story of Puss 'n Boots,,0,82.0,2009,4,0
The Vow,Drama,30000000,104.0,2012,2,196114570
Rock of Ages,Comedy,75000000,123.0,2012,6,59418613
Winged Migration,,35866397,98.0,2001,12,20217080
The Face of an Angel,Thriller,0,100.0,2014,9,0
Hanna,Action,30000000,111.0,2011,4,63782078
The Intern,Comedy,35000000,121.0,2015,9,194564672
Valiant,Animation,35000000,76.0,2005,3,19478106
Enemy of the State,Action,90000000,132.0,1998,11,250649836
Big Miracle,Adventure,40000000,107.0,2012,2,24719215
In the Heart of the Sea,Thriller,100000000,122.0,2015,11,93820758
Heartbreakers,Crime,35000000,123.0,2001,3,0
Evan Almighty,Fantasy,175000000,96.0,2007,6,173000000
How to Lose Friends & Alienate People,Comedy,27000000,110.0,2008,10,17286299
Confessions of a Dangerous Mind,Comedy,30000000,113.0,2002,12,33013805
Raise the Titanic,Action,0,115.0,1980,1,0
Lucky You,Drama,0,124.0,2007,5,5761917
Red Sky,Action,25000000,100.0,2014,3,0
Coyote Ugly,Comedy,45000000,100.0,2000,7,113916474
Remember the Titans,Drama,30000000,113.0,2000,9,136706683
The Man in the Iron Mask,Action,0,132.0,1998,3,0
The Fifth Element,Adventure,90000000,126.0,1997,5,263920180
My Sister's Keeper,Drama,30000000,109.0,2009,6,95714875
Knowing,Action,50000000,121.0,2009,3,155446362
Last Vegas,Comedy,28000000,105.0,2013,10,134402450
Piranha 3D,Comedy,24000000,88.0,2010,8,83188165
Nanny McPhee and the Big Bang,Comedy,35000000,109.0,2010,3,93246388
Charlie's Angels,Action,92000000,98.0,2000,11,264105545
Creepshow,Horror,8000000,120.0,1982,11,21028755
Flawless,Comedy,0,112.0,1999,11,4488529
Man of Steel,Action,225000000,143.0,2013,6,662845518
Lion of the Desert,Action,35000000,173.0,1981,4,0
A Nightmare on Elm Street,Horror,1800000,91.0,1984,11,25504513
Shark Tale,Animation,75000000,90.0,2004,9,367275019
Barnyard,Animation,51000000,90.0,2006,8,72779000
Stormbreaker,Adventure,40000000,93.0,2006,7,23937870
The Monkey King 2,Action,68490000,120.0,2016,1,193677158
John Q,Drama,36000000,116.0,2002,2,102244770
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,28000000,81.0,2014,10,100654149
Under Siege 2: Dark Territory,Action,60000000,100.0,1995,7,104324083
A Christmas Carol,Animation,200000000,96.0,2009,11,325233863
Mission: Impossible III,Adventure,150000000,126.0,2006,5,397850012
The Dictator,Comedy,65000000,83.0,2012,5,179379533
Into the Blue,Action,50000000,110.0,2005,9,44434439
Fantastic 4: Rise of the Silver Surfer,Adventure,130000000,92.0,2007,6,289047763
Chasing Liberty,Comedy,23000000,111.0,2004,1,12
Take the Lead,,30000000,108.0,2006,3,34742066
Ice Age: The Meltdown,Animation,80000000,91.0,2006,3,660940780
The Secret Life of Walter Mitty,Adventure,90000000,114.0,2013,12,188133322
Trouble with the Curve,Drama,0,111.0,2012,9,0
Independence Day: Resurgence,Action,165000000,120.0,2016,6,389681935
Megamind,Animation,130000000,95.0,2010,10,321887208
Amistad,Drama,36000000,155.0,1997,12,74000000
EuroTrip,Comedy,25000000,93.0,2004,2,20796847
Sweet November,Drama,40000000,119.0,2001,2,65754228
Iron Man 3,Action,200000000,130.0,2013,4,1215439994
1911,Adventure,30000000,125.0,2011,7,108348
Disturbia,Thriller,20000000,105.0,2007,4,117760134
Hellboy II: The Golden Army,Adventure,85000000,120.0,2008,7,160388063
Seventh Son,Adventure,95000000,102.0,2014,12,114178613
New York Minute,Comedy,0,91.0,2004,5,0
The Proposal,Comedy,40000000,108.0,2009,6,317375031
Red Dawn,Action,4200000,114.0,1984,8,38376497
Instinct,Drama,80000000,126.0,1999,6,0
Fast Five,Action,125000000,130.0,2011,4,626137675
A View to a Kill,Adventure,30000000,131.0,1985,5,152427960
The Raven,Crime,26000000,111.0,2012,3,29657751
Pirates of the Caribbean: Dead Man's Chest,adventure,200000000,151.0,2006,6,1065659812
Men in Black 3,Action,225000000,106.0,2012,5,624026776
Zathura: A Space Adventure,,65000000,101.0,2005,11,64321501
Bulworth,Comedy,30000000,108.0,1998,5,29202884
Zack and Miri Make a Porno,Comedy,24000000,102.0,2008,9,42105111
Undercover Brother,Action,25000000,86.0,2002,5,41604473
Edtv,Comedy,80000000,122.0,1999,3,0
8MM,Thriller,40000000,123.0,1999,2,96618699
Ted 2,Comedy,68000000,115.0,2015,6,217022588
Precious,Drama,10000000,110.0,2009,11,47536959
The Adventures of Ford Fairlane,Action,49000000,104.0,1990,7,20423389
The Big Year,Comedy,41000000,100.0,2011,10,7448385
Arthur and the Invisibles,Adventure,86000000,94.0,2006,12,107944236
The Adventures of Tintin,Adventure,130000000,107.0,2011,10,371940071
Red Riding Hood,Fantasy,42000000,100.0,2011,3,89162162
Dawn of the Planet of the Apes,Science Fiction,170000000,130.0,2014,6,710644566
Avatar,Action,237000000,162.0,2009,12,2787965087
Unaccompanied Minors,Comedy,26000000,90.0,2006,12,0
Cape Fear,Crime,35000000,128.0,1991,11,182300000
Ice Age: Continental Drift,Animation,95000000,88.0,2012,6,877244782
